age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
29,0,M,African-American,Male,11,0,0
39,0,M,African-American,Male,2,1,1
47,0,M,Other,Male,0,2,1
26,1,F,African-American,Male,7,1,0
21,1,F,African-American,Female,0,4,1
63,0,M,African-American,Male,2,1,1
27,1,F,African-American,Male,2,0,1
55,0,M,Other,Male,27,1,1
54,1,M,Other,Male,2,1,1
26,1,F,Other,Male,0,1,1
37,0,M,Other,Male,1,0,1
34,0,F,African-American,Male,0,1,1
48,1,F,Other,Female,4,1,1
25,1,F,African-American,Male,2,49,1
57,0,F,Other,Male,0,0,1
21,1,F,Other,Male,0,1,1
32,0,F,African-American,Male,8,1,0
25,1,F,African-American,Female,5,0,0
33,1,F,African-American,Female,2,2,1
26,1,F,African-American,Male,2,21,1
29,0,M,African-American,Male,2,3,1
28,1,M,Other,Male,6,1,1
53,0,F,African-American,Male,20,3,1
57,0,M,Other,Male,1,1,1
27,0,F,Other,Male,0,43,1
48,0,F,Other,Male,0,1,1
29,1,M,Other,Male,0,3,1
25,1,M,Other,Male,1,3,1
67,0,F,Other,Male,0,1,1
29,0,M,African-American,Male,2,0,1
53,0,F,African-American,Female,3,2,1
49,0,F,African-American,Male,0,0,1
44,0,M,Other,Female,0,0,1
55,0,F,Other,Female,0,0,1
26,1,F,African-American,Male,10,2,0
46,0,M,African-American,Male,0,0,1
30,1,F,Other,Male,1,0,1
48,1,F,African-American,Female,0,9,1
77,1,M,African-American,Male,1,2,1
21,1,F,African-American,Male,2,1,0
54,1,F,African-American,Male,4,3,1
54,0,F,Other,Male,3,0,1
26,0,F,African-American,Male,15,42,0
23,1,F,African-American,Male,8,255,0
39,0,F,Other,Male,2,18,1
35,0,F,Other,Male,13,4,1
29,1,M,African-American,Male,1,0,1
30,1,M,African-American,Male,9,1,1
41,0,F,African-American,Male,6,6,1
32,0,M,African-American,Male,1,115,0
48,0,M,African-American,Male,12,-1,1
52,1,M,African-American,Male,0,4,1
31,1,F,African-American,Male,3,-1,1
22,1,F,Other,Male,1,1,1
46,0,M,Other,Female,0,-1,1
29,1,F,African-American,Male,7,1,1
22,0,F,African-American,Female,0,0,1
39,0,F,African-American,Male,8,40,1
35,0,F,African-American,Male,9,1,1
26,0,M,African-American,Male,1,14,1
27,0,F,African-American,Male,1,-1,1
27,1,F,African-American,Male,5,28,0
34,1,F,Other,Female,10,13,0
32,1,M,African-American,Female,0,0,1
25,1,F,African-American,Male,5,4,0
22,1,M,Other,Male,2,24,1
52,1,F,African-American,Male,7,117,0
21,1,F,African-American,Male,2,0,0
28,1,F,African-American,Male,11,1,0
26,0,F,Other,Male,0,0,1
23,1,M,Other,Male,4,7,1
31,0,M,African-American,Male,1,1,1
34,0,M,Other,Male,1,0,1
32,0,M,African-American,Male,0,0,1
50,1,M,Other,Female,0,0,1
27,0,M,African-American,Male,1,0,1
26,0,F,African-American,Female,4,2,1
27,1,F,African-American,Male,4,1,1
29,1,F,Other,Male,0,0,1
58,0,M,African-American,Male,0,1,1
27,1,F,African-American,Male,14,1,0
28,1,F,African-American,Male,5,0,1
24,1,F,African-American,Male,15,2,0
50,0,M,Other,Male,0,1,1
30,1,F,African-American,Female,15,-1,0
46,0,F,Other,Male,0,1,1
43,1,F,Other,Male,0,1,1
24,1,F,Other,Male,0,0,1
34,0,F,African-American,Male,10,1,1
26,0,F,Other,Male,2,3,1
31,0,F,Other,Male,0,0,1
23,1,F,African-American,Male,1,22,1
39,0,F,African-American,Male,0,18,1
50,1,F,African-American,Male,4,0,1
22,0,M,African-American,Female,0,1,1
25,0,M,African-American,Female,0,0,1
21,0,F,African-American,Female,2,1,0
20,0,F,Other,Male,1,0,1
54,1,M,African-American,Male,12,118,1
27,1,F,African-American,Female,2,4,1
45,1,F,Other,Male,5,1,1
34,1,F,African-American,Male,13,1,1
55,0,F,Other,Female,0,1,1
24,0,M,African-American,Male,0,0,1
20,1,F,African-American,Male,0,0,0
37,1,M,African-American,Male,5,6,1
34,0,M,Other,Female,1,1,1
41,1,F,African-American,Female,2,23,1
21,1,F,African-American,Male,1,0,1
22,1,F,African-American,Male,3,8,1
24,0,F,African-American,Male,0,1,0
42,0,F,Other,Male,8,1,1
23,1,M,African-American,Female,0,0,1
20,0,M,Other,Male,0,3,1
44,1,F,Other,Female,0,0,1
20,0,M,African-American,Male,0,1,1
27,0,M,African-American,Male,5,0,1
20,1,M,Other,Male,0,0,0
20,0,F,African-American,Male,0,0,1
28,1,F,Other,Male,1,30,1
29,1,F,African-American,Male,9,4,1
21,1,F,African-American,Male,0,1,0
24,1,F,African-American,Female,2,57,1
21,1,F,Other,Male,0,-1,1
24,0,F,African-American,Female,0,0,1
23,1,F,African-American,Male,3,6,1
27,0,F,Other,Male,0,12,1
24,0,F,Other,Male,0,0,1
31,1,M,African-American,Male,6,48,1
22,1,F,African-American,Male,0,5,1
54,0,F,Other,Male,0,0,1
35,1,F,African-American,Female,7,1,1
53,0,F,African-American,Female,0,1,1
26,1,M,African-American,Male,9,1,1
48,1,M,African-American,Male,7,4,1
56,1,M,African-American,Female,2,0,1
25,1,F,African-American,Male,6,0,1
49,0,F,Other,Female,0,-1,1
34,1,M,Other,Male,0,29,1
21,1,M,African-American,Male,0,1,1
23,1,F,Other,Male,0,1,1
57,0,F,Other,Male,0,-1,1
25,1,F,Other,Male,5,35,0
42,0,F,African-American,Female,1,0,1
51,0,F,African-American,Male,1,0,1
31,0,M,Other,Male,5,1,1
53,0,M,African-American,Male,13,1,1
43,0,F,African-American,Female,6,0,1
34,0,F,African-American,Male,0,1,1
27,1,F,Other,Female,2,0,1
51,0,M,African-American,Male,0,5,1
26,0,M,Other,Male,1,0,1
47,0,F,African-American,Male,5,2,1
22,0,F,Other,Male,0,0,1
36,0,F,Other,Female,0,1,1
36,0,M,Other,Female,1,1,1
41,1,F,Other,Male,4,0,1
25,0,M,African-American,Male,6,0,1
31,1,F,Other,Female,2,1,1
33,0,M,Other,Male,0,0,1
44,1,F,Other,Female,3,11,1
46,1,F,Other,Male,0,0,1
28,0,F,African-American,Female,1,0,1
28,1,F,African-American,Male,5,170,1
66,1,F,African-American,Male,5,0,1
20,0,M,Other,Male,0,-1,1
27,0,F,African-American,Male,2,0,1
24,0,F,Other,Female,0,1,1
25,1,F,African-American,Male,3,5,1
39,0,F,African-American,Female,1,62,1
41,1,F,African-American,Female,7,1,1
26,0,F,African-American,Male,0,1,1
25,1,M,African-American,Male,2,0,1
55,0,M,Other,Male,0,0,1
22,1,F,African-American,Male,2,6,0
29,1,M,Other,Female,2,-1,1
25,1,F,African-American,Male,7,0,0
50,1,F,Other,Male,5,3,1
20,1,M,Other,Female,0,0,1
56,0,M,Other,Male,5,0,1
25,1,F,African-American,Male,5,0,0
48,0,F,African-American,Female,1,0,1
21,0,F,African-American,Male,1,1,0
31,1,M,Other,Male,2,33,1
35,0,M,Other,Male,0,0,1
25,1,M,Other,Male,6,39,1
34,1,F,African-American,Male,2,0,1
32,0,F,African-American,Male,0,24,1
31,1,F,African-American,Female,1,33,1
44,0,M,Other,Female,0,1,1
31,1,M,African-American,Male,11,1,1
28,1,M,African-American,Male,3,8,1
27,1,F,African-American,Female,10,14,0
24,1,F,African-American,Male,0,6,0
49,0,F,Other,Male,0,0,1
40,0,F,Other,Female,0,0,1
22,0,M,African-American,Male,4,0,1
28,1,F,African-American,Male,5,3,1
24,1,F,African-American,Male,2,0,1
49,0,M,Other,Male,1,0,1
33,1,M,Other,Male,0,23,1
44,1,F,Other,Male,0,21,1
41,1,F,African-American,Male,12,0,1
46,0,F,Other,Male,0,1,1
57,0,M,African-American,Male,2,0,1
32,0,F,African-American,Male,0,0,0
36,0,M,African-American,Male,1,1,0
30,0,M,African-American,Male,1,0,0
28,0,M,African-American,Male,0,5,1
31,1,M,Other,Male,3,0,1
29,1,F,African-American,Male,8,6,0
21,0,M,African-American,Male,1,15,1
23,1,F,African-American,Male,5,1,0
27,0,M,Other,Male,0,0,1
25,0,F,Other,Male,4,1,0
49,1,F,African-American,Female,25,9,0
35,0,F,Other,Male,2,0,1
35,1,F,Other,Male,0,87,1
25,1,M,African-American,Female,1,1,0
32,1,M,Other,Male,2,0,1
35,0,F,African-American,Male,9,1,1
32,0,M,African-American,Male,0,0,0
23,0,M,African-American,Female,0,0,1
23,0,F,African-American,Male,4,31,0
26,0,M,African-American,Female,0,1,0
31,1,F,African-American,Male,9,0,0
22,1,M,African-American,Male,0,1,1
20,1,F,Other,Female,0,18,0
24,0,F,African-American,Male,1,0,1
37,0,M,African-American,Male,0,0,1
29,0,F,African-American,Male,0,1,1
34,0,F,Other,Male,0,2,1
29,1,F,African-American,Male,9,1,1
49,0,F,Other,Male,3,0,1
31,0,F,African-American,Male,2,0,1
59,0,M,Other,Male,0,0,1
39,1,M,African-American,Male,2,1,1
23,0,F,African-American,Male,1,0,1
27,1,F,African-American,Male,3,0,1
22,0,F,African-American,Male,1,4,0
21,1,F,Other,Male,0,0,0
36,0,F,African-American,Male,0,0,1
30,1,F,African-American,Male,10,7,1
31,0,M,Other,Male,3,0,1
29,0,M,Other,Female,0,0,1
47,1,M,Other,Male,5,0,1
26,0,F,Other,Male,0,1,1
24,0,M,African-American,Male,0,0,1
43,0,F,Other,Male,1,0,1
27,0,F,African-American,Male,11,3,0
28,0,F,Other,Male,4,190,1
33,0,F,Other,Female,0,0,1
54,1,F,Other,Male,3,8,1
57,0,M,Other,Male,0,1,1
30,0,F,African-American,Male,2,16,1
27,0,M,Other,Male,0,1,1
31,0,F,African-American,Female,4,0,0
29,0,F,Other,Male,0,0,1
29,1,M,Other,Female,0,1,1
33,0,M,Other,Male,2,4,1
22,0,M,African-American,Male,0,1,1
35,1,M,African-American,Male,0,1,0
29,1,F,African-American,Male,2,1,1
30,0,F,African-American,Male,14,5,1
27,1,F,African-American,Male,2,0,0
63,0,M,Other,Female,0,0,1
27,1,F,African-American,Male,6,0,1
34,0,M,Other,Male,3,0,1
36,1,F,Other,Male,0,37,0
21,0,F,African-American,Male,0,1,0
23,0,F,Other,Male,1,1,1
40,0,F,African-American,Male,1,75,1
30,1,M,African-American,Male,3,1,1
41,0,M,African-American,Male,1,1,1
56,0,M,Other,Male,0,0,1
23,1,F,African-American,Male,1,1,1
61,0,M,African-American,Male,14,1,1
22,1,F,Other,Male,0,10,1
20,1,F,African-American,Male,0,1,1
49,1,F,Other,Male,2,91,1
31,0,F,African-American,Male,6,25,1
50,1,F,African-American,Male,7,1,1
31,1,M,African-American,Female,3,0,1
32,0,F,African-American,Male,4,3,0
44,1,F,African-American,Male,0,0,1
56,0,M,Other,Male,0,1,1
62,0,M,African-American,Male,0,0,1
43,1,F,African-American,Male,3,1,1
24,1,M,African-American,Female,1,0,1
41,1,F,African-American,Male,13,0,0
23,0,M,Other,Male,0,0,1
53,0,M,Other,Male,0,0,1
67,0,M,Other,Male,0,42,1
38,0,M,Other,Male,0,1,1
40,0,F,Other,Male,1,1,1
20,1,F,African-American,Male,0,0,1
45,0,F,Other,Female,1,2,1
29,1,M,African-American,Male,3,60,0
32,0,M,Other,Male,0,0,1
34,1,F,Other,Female,0,0,1
39,0,F,Other,Female,0,1,1
29,0,F,African-American,Male,0,1,1
46,0,F,African-American,Male,4,8,1
31,1,M,African-American,Male,9,27,0
24,0,M,African-American,Male,1,0,1
28,1,F,African-American,Male,1,0,1
25,1,M,African-American,Female,0,1,1
24,0,M,African-American,Female,0,1,1
29,0,F,Other,Male,5,258,1
28,1,F,Other,Male,3,165,0
36,0,F,Other,Male,1,0,1
25,0,M,African-American,Male,2,2,1
29,0,F,Other,Male,0,13,1
26,0,F,Other,Female,1,3,0
23,1,F,African-American,Male,3,1,0
20,1,F,Other,Male,1,35,0
32,1,F,African-American,Male,4,1,1
29,0,F,Other,Male,1,2,1
26,0,F,Other,Female,0,0,1
35,1,M,Other,Male,0,0,1
23,1,M,African-American,Male,0,0,1
46,0,M,Other,Female,0,0,1
41,0,F,Other,Male,0,1,1
22,1,M,Other,Male,0,0,1
27,1,M,African-American,Male,7,27,1
38,0,M,Other,Female,0,1,1
24,1,F,African-American,Female,1,0,1
27,1,F,African-American,Male,10,1,0
22,0,M,Other,Male,1,24,1
26,1,M,African-American,Male,3,2,1
26,0,M,Other,Male,7,68,1
29,1,F,Other,Male,3,1,1
42,1,F,African-American,Female,17,8,0
30,0,M,African-American,Male,0,0,1
34,0,F,Other,Male,1,0,1
23,0,M,Other,Male,3,1,1
47,0,M,Other,Female,0,0,1
55,0,M,Other,Male,2,13,1
30,0,M,Other,Male,0,1,1
43,0,F,African-American,Male,2,-1,1
45,1,F,African-American,Male,38,121,0
30,0,M,Other,Male,0,1,1
61,0,F,Other,Female,15,0,1
49,0,F,Other,Male,0,0,1
49,0,M,African-American,Male,1,-1,1
42,0,F,African-American,Male,1,0,1
24,0,M,African-American,Male,1,24,1
51,0,F,Other,Male,0,1,1
32,1,M,Other,Male,6,9,1
26,1,F,Other,Male,2,19,1
28,1,F,Other,Male,2,42,1
49,0,F,African-American,Male,2,1,1
56,0,F,Other,Male,1,35,1
53,0,M,Other,Male,8,5,1
27,1,M,Other,Male,2,1,1
34,1,F,Other,Male,17,39,1
41,0,M,Other,Male,3,0,1
45,0,F,African-American,Male,6,1,1
21,0,F,African-American,Female,0,77,0
27,1,M,Other,Male,2,1,1
21,0,F,African-American,Male,0,13,1
31,0,F,Other,Male,0,81,1
45,0,M,Other,Female,0,1,1
30,0,F,African-American,Male,8,0,1
43,1,M,Other,Male,1,0,1
23,0,F,African-American,Male,0,0,1
52,0,F,Other,Male,1,0,1
48,1,M,African-American,Male,11,56,1
51,0,M,African-American,Female,3,0,1
30,1,M,Other,Male,1,1,1
29,1,F,African-American,Female,5,8,1
44,0,F,African-American,Female,0,0,1
34,1,F,African-American,Male,12,1,1
25,0,F,Other,Female,0,0,1
28,1,F,African-American,Male,5,2,1
28,1,F,African-American,Male,9,43,1
37,0,M,Other,Male,0,0,1
34,0,F,Other,Female,0,1,1
23,1,M,African-American,Male,3,9,1
71,0,M,Other,Male,3,0,1
45,0,M,Other,Male,2,0,1
33,1,F,Other,Female,5,2,1
29,0,M,African-American,Male,0,1,1
36,0,F,Other,Male,5,0,1
52,1,F,African-American,Male,17,29,1
42,1,F,Other,Male,1,51,1
21,0,M,African-American,Male,0,3,1
29,0,M,Other,Male,2,1,1
54,0,M,Other,Male,0,1,1
27,1,F,Other,Male,0,0,1
29,0,M,Other,Male,1,0,1
25,0,F,Other,Female,14,0,1
62,0,M,Other,Male,0,1,1
23,1,M,African-American,Female,2,1,1
22,1,F,Other,Male,1,1,1
65,0,F,Other,Female,1,1,1
31,1,F,African-American,Male,15,91,1
31,0,F,Other,Male,0,0,1
21,0,F,African-American,Male,0,5,0
27,1,F,African-American,Male,17,1,1
33,0,F,Other,Male,1,20,1
25,0,F,African-American,Male,3,1,1
39,0,F,Other,Male,1,0,1
29,1,M,African-American,Male,8,1,0
27,1,F,African-American,Male,15,48,0
42,0,F,Other,Female,0,1,1
21,0,F,Other,Male,0,0,0
27,1,M,African-American,Male,5,6,1
36,1,M,African-American,Male,2,46,0
24,1,F,African-American,Female,0,0,1
67,0,M,Other,Female,0,0,1
29,1,F,Other,Male,4,3,1
39,1,F,African-American,Male,3,34,1
41,0,M,Other,Male,1,0,1
25,0,F,African-American,Female,1,4,1
40,1,F,Other,Male,8,6,0
37,1,M,African-American,Male,4,1,1
42,1,F,African-American,Female,8,1,0
26,1,F,African-American,Male,8,1,0
23,0,M,African-American,Male,1,178,1
31,1,M,Other,Female,1,1,1
26,1,F,Other,Male,4,2,1
51,1,M,Other,Male,2,0,1
67,0,M,Other,Male,0,0,1
27,0,F,African-American,Male,10,0,1
26,0,M,Other,Female,1,1,1
55,1,M,African-American,Male,3,69,1
31,0,F,Other,Male,0,67,1
28,0,M,Other,Male,0,0,1
51,0,M,Other,Female,0,0,1
28,1,F,African-American,Male,13,1,0
22,1,F,African-American,Male,0,1,1
26,1,F,African-American,Male,2,2,1
27,0,F,African-American,Female,1,2,1
32,0,M,African-American,Male,5,1,1
36,1,F,African-American,Male,11,36,1
27,0,M,African-American,Male,4,1,1
41,1,F,Other,Male,1,1,1
24,0,M,African-American,Male,12,17,0
61,0,F,African-American,Male,11,1,1
29,0,F,Other,Female,3,0,1
34,0,F,Other,Male,11,1,1
45,0,F,Other,Male,0,1,1
21,1,F,Other,Male,3,1,0
28,1,F,African-American,Male,20,0,0
31,0,F,Other,Male,6,3,1
59,1,M,Other,Male,0,0,1
40,1,M,African-American,Male,8,0,1
22,0,M,Other,Female,1,17,0
21,1,M,African-American,Male,1,1,1
25,1,F,Other,Male,2,1,1
25,0,F,African-American,Female,1,1,1
47,1,M,African-American,Male,3,7,1
21,1,M,African-American,Male,5,1,1
29,1,F,African-American,Male,1,3,1
40,1,F,Other,Male,4,0,1
32,0,F,Other,Female,1,0,1
39,0,M,Other,Male,0,0,1
22,0,F,Other,Male,3,2,1
30,1,M,African-American,Female,0,0,1
25,0,M,Other,Male,0,0,0
21,1,M,Other,Female,0,2,1
25,1,M,Other,Male,0,21,1
27,1,M,African-American,Male,5,37,0
45,1,M,Other,Male,4,4,1
32,1,F,African-American,Male,4,1,1
22,1,M,African-American,Male,0,1,0
23,1,F,Other,Male,6,84,0
44,0,F,African-American,Female,6,2,1
59,1,F,Other,Male,20,198,1
23,0,F,African-American,Male,0,1,1
46,0,F,Other,Male,0,0,1
33,0,F,Other,Male,2,14,1
30,1,M,Other,Male,1,0,1
40,1,F,Other,Female,3,0,1
54,0,F,Other,Male,7,0,1
21,0,M,Other,Male,0,1,1
43,1,M,Other,Male,6,0,1
22,0,M,African-American,Male,0,3,0
31,0,F,African-American,Male,0,-1,1
32,1,F,African-American,Male,6,130,0
27,1,F,Other,Male,4,3,1
21,0,M,African-American,Male,1,1,1
23,0,M,Other,Male,0,0,1
33,1,M,African-American,Male,3,114,1
64,0,M,African-American,Male,0,1,1
42,0,F,Other,Female,0,281,1
20,0,F,African-American,Male,0,0,1
26,0,M,Other,Male,1,1,1
30,1,F,African-American,Male,18,61,0
23,1,M,Other,Male,0,1,1
23,1,F,African-American,Male,10,4,0
60,1,F,African-American,Male,13,2,1
46,1,F,African-American,Male,2,64,1
56,1,M,Other,Male,0,-1,1
45,0,F,African-American,Female,0,0,1
26,1,F,African-American,Male,4,0,1
47,0,M,African-American,Female,4,0,1
29,1,F,African-American,Female,7,1,1
32,0,F,African-American,Male,9,56,0
23,0,F,Other,Male,0,0,1
29,1,F,African-American,Male,10,29,0
33,1,F,Other,Male,11,1,1
22,1,F,African-American,Male,1,21,1
28,0,F,African-American,Female,1,0,1
36,0,F,Other,Male,0,36,1
32,0,F,Other,Male,1,0,1
24,0,F,African-American,Male,0,2,1
33,1,M,African-American,Male,9,2,0
46,0,M,African-American,Male,2,1,1
31,1,M,Other,Male,9,1,0
49,1,F,Other,Male,3,34,0
24,1,F,African-American,Male,0,-1,1
57,1,F,African-American,Male,28,2,0
36,1,F,African-American,Male,14,2,0
43,0,F,African-American,Male,23,102,1
42,0,M,African-American,Male,0,6,1
32,1,F,Other,Male,4,0,0
26,0,F,Other,Male,1,5,1
74,0,M,Other,Male,0,1,1
24,1,F,African-American,Male,3,1,1
24,0,M,Other,Female,1,0,1
22,0,F,Other,Male,0,1,1
33,0,M,African-American,Male,2,1,1
22,1,M,African-American,Male,1,0,1
50,0,M,Other,Male,4,26,1
28,1,F,Other,Female,7,6,1
35,1,F,African-American,Female,5,7,1
33,1,F,African-American,Male,0,0,1
36,0,M,African-American,Female,1,0,1
28,1,F,African-American,Male,2,1,1
63,0,F,African-American,Male,1,1,1
69,0,F,Other,Female,5,1,1
41,1,F,African-American,Male,18,299,1
44,0,M,Other,Male,1,0,1
29,0,F,African-American,Female,0,0,1
52,0,M,Other,Female,0,1,1
23,1,F,African-American,Male,1,1,0
22,0,M,Other,Female,0,0,1
26,0,F,Other,Male,0,0,1
24,1,M,African-American,Male,0,20,1
45,0,M,African-American,Male,4,3,1
22,1,F,Other,Male,0,0,1
24,1,F,African-American,Male,4,3,1
26,0,M,Other,Female,1,5,1
47,0,M,African-American,Male,0,1,1
26,0,F,African-American,Male,0,0,1
36,1,F,African-American,Male,9,0,1
33,1,M,Other,Male,2,1,1
52,0,M,Other,Male,1,1,1
51,0,F,Other,Male,0,-1,1
47,1,F,African-American,Male,7,57,1
38,1,M,Other,Male,1,0,1
67,0,F,Other,Male,1,0,1
47,0,F,African-American,Male,1,0,1
66,0,M,Other,Male,0,1,1
39,0,F,Other,Male,0,1,1
49,0,M,Other,Female,2,82,1
45,0,M,African-American,Female,9,75,1
22,0,M,Other,Male,1,0,1
46,1,F,Other,Female,7,3,1
29,1,F,African-American,Male,15,1,1
28,1,M,African-American,Male,2,2,1
22,1,F,African-American,Female,0,1,1
20,1,F,African-American,Male,1,4,1
34,0,F,Other,Male,5,1,1
22,1,F,African-American,Male,8,39,1
25,1,M,Other,Male,3,172,0
34,0,F,African-American,Male,1,0,1
34,0,F,Other,Male,1,1,1
54,1,F,African-American,Male,10,0,1
51,1,F,Other,Male,0,1,1
36,1,F,Other,Female,5,0,1
20,1,F,Other,Male,2,52,0
30,1,F,African-American,Male,8,54,1
44,1,M,Other,Male,0,1,1
23,1,F,African-American,Female,1,28,1
40,0,F,Other,Male,0,1,1
27,1,M,Other,Female,0,0,0
23,0,F,Other,Male,2,2,1
25,1,F,African-American,Male,3,1,1
47,0,M,African-American,Male,14,31,1
27,1,F,African-American,Female,3,2,1
38,1,M,African-American,Male,16,33,0
27,1,M,African-American,Male,0,5,1
24,0,M,Other,Male,0,0,1
30,1,F,Other,Male,4,4,0
33,1,M,African-American,Male,4,17,1
29,1,F,African-American,Female,2,10,1
38,0,M,Other,Male,0,1,1
56,1,F,African-American,Male,31,0,1
26,0,F,African-American,Male,0,2,1
28,0,F,African-American,Female,5,0,0
43,0,M,African-American,Male,5,14,1
29,1,F,African-American,Male,2,1,1
22,1,F,African-American,Male,1,0,1
74,0,F,Other,Male,2,9,1
47,1,F,African-American,Male,4,64,0
42,1,F,Other,Female,4,4,0
43,0,M,Other,Female,0,0,1
28,1,M,African-American,Female,6,2,1
24,0,F,African-American,Female,0,0,1
26,1,F,Other,Male,2,199,1
56,0,M,African-American,Male,0,0,1
47,1,M,Other,Male,3,5,1
49,0,F,Other,Male,0,1,1
36,0,M,Other,Female,1,0,1
24,0,F,Other,Female,1,3,1
30,1,F,African-American,Male,3,2,1
28,0,F,Other,Male,11,1,1
50,1,F,Other,Female,1,0,1
39,1,F,African-American,Female,1,2,1
26,1,F,African-American,Female,4,0,0
56,0,F,African-American,Male,4,16,1
58,0,M,Other,Male,8,1,1
33,0,F,African-American,Male,3,0,1
31,1,F,African-American,Female,9,0,0
25,0,M,Other,Male,5,10,0
25,1,M,Other,Male,7,3,1
20,1,F,African-American,Male,1,109,0
30,0,F,Other,Female,3,0,1
29,1,F,Other,Male,14,0,0
31,0,M,Other,Male,1,117,1
21,1,F,African-American,Male,0,0,1
44,1,F,African-American,Male,11,1,1
30,0,F,Other,Male,2,63,1
35,1,M,African-American,Male,12,1,1
34,0,F,Other,Male,4,1,1
26,0,M,African-American,Male,2,0,1
51,0,M,Other,Male,4,0,1
36,0,M,African-American,Male,0,2,1
26,1,M,Other,Male,3,0,1
21,0,F,African-American,Male,1,29,1
59,0,M,African-American,Male,5,151,1
29,1,F,African-American,Male,7,4,1
28,0,F,Other,Male,1,0,1
37,0,F,African-American,Male,4,1,1
41,0,M,Other,Male,0,0,1
31,1,M,Other,Male,7,1,0
23,1,F,African-American,Male,0,1,1
54,0,M,Other,Female,1,1,1
30,0,M,Other,Male,2,6,0
28,1,M,Other,Male,0,1,1
22,0,M,African-American,Male,0,2,1
21,1,F,African-American,Male,0,1,0
27,0,M,African-American,Male,1,16,1
61,1,M,African-American,Male,4,2,0
60,1,M,Other,Male,0,3,1
22,0,M,Other,Male,0,0,1
22,0,F,Other,Female,1,0,1
49,0,F,Other,Female,3,0,1
61,0,M,Other,Female,1,-1,1
51,1,M,African-American,Male,7,3,1
49,0,F,Other,Female,2,10,1
24,1,F,African-American,Female,0,0,1
36,1,M,Other,Female,4,2,1
42,0,F,Other,Male,5,31,1
36,0,F,African-American,Male,9,57,1
57,1,F,Other,Male,14,19,1
36,0,M,Other,Male,0,0,1
34,1,M,African-American,Male,3,2,1
24,1,M,African-American,Male,2,33,1
32,0,F,Other,Male,0,0,1
25,0,F,African-American,Male,1,8,1
30,1,M,Other,Female,2,1,1
35,1,M,African-American,Male,8,62,1
43,0,M,African-American,Male,0,1,1
28,0,F,African-American,Male,1,0,1
32,0,F,African-American,Male,4,0,1
23,0,F,Other,Male,0,2,0
20,1,M,African-American,Female,0,4,1
30,1,F,African-American,Male,19,9,0
26,0,F,Other,Male,0,173,1
44,0,F,Other,Male,0,1,1
30,0,M,African-American,Male,2,5,1
21,1,M,Other,Male,0,3,1
30,1,M,African-American,Male,0,0,1
